,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
265,600202.SH,20221122,5.21,5.3,5.12,5.15,5.21,-0.06,-1.1516,50947.0,26508.527
266,600202.SH,20221121,5.17,5.22,5.13,5.21,5.17,0.04,0.7737,52151.0,27041.86
267,600202.SH,20221118,5.19,5.26,5.14,5.17,5.18,-0.01,-0.1931,46796.89,24394.479
268,600202.SH,20221117,5.12,5.18,5.11,5.18,5.14,0.04,0.7782,35798.0,18439.83
269,600202.SH,20221116,5.17,5.2,5.12,5.14,5.14,0.0,0.0,37976.0,19583.822
270,600202.SH,20221115,5.09,5.15,5.07,5.14,5.09,0.05,0.9823,37723.2,19333.858
271,600202.SH,20221114,5.18,5.18,5.07,5.09,5.14,-0.05,-0.9728,48144.01,24653.794
272,600202.SH,20221111,5.14,5.23,5.11,5.14,5.06,0.08,1.581,83767.79,43352.412
273,600202.SH,20221110,5.08,5.12,5.04,5.06,5.11,-0.05,-0.9785,39336.0,19965.833
274,600202.SH,20221109,5.17,5.18,5.08,5.11,5.14,-0.03,-0.5837,39274.01,20078.53
275,600202.SH,20221108,5.1,5.14,5.01,5.14,5.05,0.09,1.7822,62668.11,31951.116
276,600202.SH,20221107,4.98,5.07,4.98,5.05,5.01,0.04,0.7984,55089.92,27767.6
277,600202.SH,20221104,5.0,5.04,4.95,5.01,4.95,0.06,1.2121,53765.0,26882.281
278,600202.SH,20221103,4.98,5.01,4.91,4.95,4.99,-0.04,-0.8016,43413.01,21519.348
279,600202.SH,20221102,4.98,5.06,4.94,4.99,5.03,-0.04,-0.7952,81059.0,40567.974
280,600202.SH,20221101,4.77,5.05,4.77,5.03,4.75,0.28,5.8947,123218.7,61404.594
281,600202.SH,20221031,4.58,4.86,4.56,4.75,4.56,0.19,4.1667,132244.08,63234.525
282,600202.SH,20221028,4.78,4.82,4.51,4.56,4.79,-0.23,-4.8017,54756.0,25370.275
283,600202.SH,20221027,4.84,4.9,4.77,4.79,4.83,-0.04,-0.8282,44710.0,21590.834
284,600202.SH,20221026,4.75,4.88,4.74,4.83,4.73,0.1,2.1142,51129.07,24662.685
285,600202.SH,20221025,4.71,4.81,4.61,4.73,4.71,0.02,0.4246,62980.96,29599.102
286,600202.SH,20221024,4.84,4.93,4.7,4.71,4.81,-0.1,-2.079,74191.0,35772.692
287,600202.SH,20221021,4.79,4.89,4.79,4.81,4.79,0.02,0.4175,37814.97,18289.953
288,600202.SH,20221020,4.82,4.89,4.73,4.79,4.84,-0.05,-1.0331,52814.11,25338.999
289,600202.SH,20221019,4.9,4.92,4.82,4.84,4.91,-0.07,-1.4257,45669.0,22228.048
290,600202.SH,20221018,4.93,4.97,4.87,4.91,4.9,0.01,0.2041,55507.69,27269.014
291,600202.SH,20221017,4.78,4.92,4.74,4.9,4.8,0.1,2.0833,56546.1,27413.571
292,600202.SH,20221014,4.72,4.83,4.72,4.8,4.72,0.08,1.6949,55649.01,26628.91
293,600202.SH,20221013,4.66,4.76,4.64,4.72,4.69,0.03,0.6397,58602.0,27561.4
294,600202.SH,20221012,4.54,4.69,4.47,4.69,4.55,0.14,3.0769,67308.0,30843.222
295,600202.SH,20221011,4.49,4.55,4.38,4.55,4.49,0.06,1.3363,48936.85,21960.334
296,600202.SH,20221010,4.53,4.62,4.45,4.49,4.53,-0.04,-0.883,49164.0,22296.016
297,600202.SH,20220930,4.59,4.68,4.52,4.53,4.58,-0.05,-1.0917,49489.11,22612.79
298,600202.SH,20220929,4.7,4.74,4.53,4.58,4.66,-0.08,-1.7167,73456.0,33992.1
299,600202.SH,20220928,4.82,4.86,4.65,4.66,4.84,-0.18,-3.719,76304.96,36072.351
300,600202.SH,20220927,4.78,4.88,4.67,4.84,4.78,0.06,1.2552,100619.0,47971.729
301,600202.SH,20220926,4.9,4.95,4.7,4.78,4.95,-0.17,-3.4343,97533.01,47052.508
302,600202.SH,20220923,5.08,5.12,4.93,4.95,5.06,-0.11,-2.1739,86819.0,43436.462
303,600202.SH,20220922,5.15,5.16,5.06,5.06,5.19,-0.13,-2.5048,72380.0,36984.962
304,600202.SH,20220921,5.07,5.21,4.92,5.19,5.08,0.11,2.1654,115440.78,58610.574
305,600202.SH,20220920,5.01,5.1,5.01,5.08,5.0,0.08,1.6,99431.11,50265.485
306,600202.SH,20220919,4.88,5.11,4.88,5.0,5.2,-0.2,-3.8462,147506.39,73403.185
307,600202.SH,20220916,5.58,5.67,5.2,5.2,5.78,-0.58,-10.0346,342312.5,181152.979
308,600202.SH,20220915,5.58,6.01,5.55,5.78,5.46,0.32,5.8608,467109.09,270874.233
309,600202.SH,20220914,5.55,5.61,5.41,5.46,5.69,-0.23,-4.0422,133484.61,73221.24
310,600202.SH,20220913,5.77,5.83,5.54,5.69,5.78,-0.09,-1.5571,158895.0,89625.36
311,600202.SH,20220909,6.02,6.1,5.63,5.78,6.07,-0.29,-4.7776,244493.0,141227.948
312,600202.SH,20220908,6.22,6.22,5.98,6.07,6.23,-0.16,-2.5682,194919.0,118499.536
313,600202.SH,20220907,6.07,6.26,6.03,6.23,6.07,0.16,2.6359,215019.01,132962.64
314,600202.SH,20220906,6.11,6.11,5.92,6.07,6.12,-0.05,-0.817,161254.05,97111.361
315,600202.SH,20220905,6.01,6.16,5.92,6.12,6.1,0.02,0.3279,185730.0,112825.626
316,600202.SH,20220902,5.83,6.2,5.74,6.1,5.77,0.33,5.7192,316200.03,190956.917
317,600202.SH,20220901,5.91,6.28,5.73,5.77,5.85,-0.08,-1.3675,209555.53,124079.866
318,600202.SH,20220831,6.1,6.13,5.72,5.85,6.18,-0.33,-5.3398,222022.33,130444.771
319,600202.SH,20220830,6.0,6.51,5.91,6.18,6.0,0.18,3.0,261245.0,162095.654
320,600202.SH,20220829,5.78,6.04,5.66,6.0,5.87,0.13,2.2147,122540.13,72460.516
321,600202.SH,20220826,5.81,6.15,5.78,5.87,5.81,0.06,1.0327,156714.01,93463.492
322,600202.SH,20220825,5.92,5.97,5.62,5.81,5.91,-0.1,-1.692,152790.2,88143.285
323,600202.SH,20220824,6.13,6.16,5.87,5.91,6.12,-0.21,-3.4314,174324.0,104724.768
324,600202.SH,20220823,6.12,6.18,6.01,6.12,6.12,0.0,0.0,177413.54,108343.072
325,600202.SH,20220822,6.16,6.38,6.04,6.12,6.23,-0.11,-1.7657,270958.79,166384.693
326,600202.SH,20220819,6.19,6.68,6.0,6.23,6.07,0.16,2.6359,514742.46,323031.215
327,600202.SH,20220818,5.83,6.45,5.83,6.07,5.86,0.21,3.5836,479276.85,298048.415
328,600202.SH,20220817,5.81,5.97,5.77,5.86,5.82,0.04,0.6873,147446.02,86721.243
329,600202.SH,20220816,5.67,5.98,5.67,5.82,5.64,0.18,3.1915,192994.19,112083.234
330,600202.SH,20220815,5.68,5.72,5.59,5.64,5.7,-0.06,-1.0526,73685.97,41533.708
331,600202.SH,20220812,5.64,5.74,5.6,5.7,5.67,0.03,0.5291,102037.0,57950.296
332,600202.SH,20220811,5.45,5.8,5.42,5.67,5.44,0.23,4.2279,213675.65,120998.295
333,600202.SH,20220810,5.26,5.53,5.22,5.44,5.25,0.19,3.619,132535.0,71477.714
334,600202.SH,20220809,5.22,5.34,5.22,5.25,5.27,-0.02,-0.3795,65784.01,34650.557
335,600202.SH,20220808,5.22,5.29,5.13,5.27,5.26,0.01,0.1901,70111.0,36691.904
336,600202.SH,20220805,5.28,5.3,5.13,5.26,5.26,0.0,0.0,95001.04,49450.528
337,600202.SH,20220804,5.26,5.32,5.14,5.26,5.25,0.01,0.1905,106433.0,55671.564
338,600202.SH,20220803,5.24,5.55,5.2,5.25,5.24,0.01,0.1908,127022.0,68342.306
339,600202.SH,20220802,5.55,5.56,5.18,5.24,5.61,-0.37,-6.5954,142076.0,75294.052
340,600202.SH,20220801,5.67,5.68,5.52,5.61,5.66,-0.05,-0.8834,82357.0,46122.393
341,600202.SH,20220729,5.6,5.85,5.59,5.66,5.61,0.05,0.8913,133773.81,76503.283
342,600202.SH,20220728,5.63,5.7,5.58,5.61,5.63,-0.02,-0.3552,87943.0,49557.338
343,600202.SH,20220727,5.68,5.72,5.59,5.63,5.71,-0.08,-1.4011,89275.93,50302.528
344,600202.SH,20220726,5.7,5.73,5.54,5.71,5.73,-0.02,-0.349,106228.2,60012.886
345,600202.SH,20220725,5.74,5.86,5.64,5.73,5.76,-0.03,-0.5208,147635.01,84891.833
346,600202.SH,20220722,5.77,5.83,5.65,5.76,5.73,0.03,0.5236,147637.0,84609.529
347,600202.SH,20220721,5.63,5.93,5.59,5.73,5.67,0.06,1.0582,201534.0,115896.317
348,600202.SH,20220720,5.6,5.7,5.52,5.67,5.58,0.09,1.6129,140142.01,78713.21
349,600202.SH,20220719,5.68,5.74,5.49,5.58,5.65,-0.07,-1.2389,155398.01,86432.875
350,600202.SH,20220718,5.33,5.84,5.33,5.65,5.31,0.34,6.403,222660.01,125650.694
351,600202.SH,20220715,5.58,5.6,5.27,5.31,5.64,-0.33,-5.8511,167272.53,90125.22
352,600202.SH,20220714,5.53,5.67,5.34,5.64,5.76,-0.12,-2.0833,208754.22,115832.519
353,600202.SH,20220713,5.57,5.77,5.53,5.76,5.53,0.23,4.1591,194725.69,110873.392
354,600202.SH,20220712,5.56,5.69,5.49,5.53,5.59,-0.06,-1.0733,142470.21,79544.674
355,600202.SH,20220711,5.55,5.69,5.43,5.59,5.53,0.06,1.085,161241.0,89710.089
356,600202.SH,20220708,5.46,5.73,5.38,5.53,5.43,0.1,1.8416,181251.23,101006.395
357,600202.SH,20220707,5.19,5.49,5.17,5.43,5.2,0.23,4.4231,178762.38,96412.327
358,600202.SH,20220706,5.25,5.3,5.16,5.2,5.3,-0.1,-1.8868,83523.36,43633.622
359,600202.SH,20220705,5.26,5.41,5.19,5.3,5.25,0.05,0.9524,131408.79,69776.023
360,600202.SH,20220704,5.24,5.28,5.19,5.25,5.24,0.01,0.1908,88671.94,46357.205
361,600202.SH,20220701,5.25,5.33,5.18,5.24,5.25,-0.01,-0.1905,90405.0,47517.796
362,600202.SH,20220630,5.27,5.33,5.23,5.25,5.27,-0.02,-0.3795,101959.0,53888.394
363,600202.SH,20220629,5.42,5.52,5.27,5.27,5.46,-0.19,-3.4799,138908.0,74958.008
364,600202.SH,20220628,5.38,5.48,5.26,5.46,5.33,0.13,2.439,145663.93,79022.772
365,600202.SH,20220627,5.33,5.38,5.29,5.33,5.33,0.0,0.0,85264.81,45493.569
366,600202.SH,20220624,5.37,5.42,5.31,5.33,5.4,-0.07,-1.2963,104102.0,55705.907
367,600202.SH,20220623,5.21,5.4,5.18,5.4,5.22,0.18,3.4483,132723.01,70488.876
368,600202.SH,20220622,5.29,5.45,5.18,5.22,5.28,-0.06,-1.1364,153161.9,81220.945
369,600202.SH,20220621,5.48,5.55,5.23,5.28,5.45,-0.17,-3.1193,153010.0,81376.528
370,600202.SH,20220620,5.42,5.67,5.4,5.45,5.41,0.04,0.7394,168019.0,91971.272
371,600202.SH,20220617,5.48,5.63,5.37,5.41,5.53,-0.12,-2.17,182496.0,99464.255
372,600202.SH,20220616,5.4,5.64,5.34,5.53,5.48,0.05,0.9124,227387.54,124908.174
373,600202.SH,20220615,5.39,5.89,5.39,5.48,5.4,0.08,1.4815,323808.95,181844.885
374,600202.SH,20220614,5.4,5.43,5.16,5.4,5.53,-0.13,-2.3508,276163.13,146080.817
375,600202.SH,20220613,5.55,5.65,5.44,5.53,5.72,-0.19,-3.3217,306752.44,169125.532
376,600202.SH,20220610,5.4,6.04,5.28,5.72,5.49,0.23,4.1894,482667.14,277124.593
377,600202.SH,20220609,5.4,5.86,5.25,5.49,5.49,0.0,0.0,379415.31,208407.016
378,600202.SH,20220608,5.55,5.8,5.39,5.49,5.51,-0.02,-0.363,427403.11,239666.386
379,600202.SH,20220607,5.32,5.83,5.24,5.51,5.37,0.14,2.6071,280460.01,154587.537
380,600202.SH,20220606,5.35,5.39,5.29,5.37,5.35,0.02,0.3738,87562.0,46682.689
381,600202.SH,20220602,5.38,5.38,5.25,5.35,5.34,0.01,0.1873,73997.0,39356.816
382,600202.SH,20220601,5.25,5.36,5.18,5.34,5.24,0.1,1.9084,86519.0,45725.587
383,600202.SH,20220531,5.25,5.32,5.21,5.24,5.24,0.0,0.0,113276.2,59616.615
384,600202.SH,20220530,5.12,5.29,5.09,5.24,5.08,0.16,3.1496,129064.51,67100.033
385,600202.SH,20220527,4.99,5.11,4.97,5.08,5.02,0.06,1.1952,106573.2,53771.086
386,600202.SH,20220526,5.05,5.07,4.92,5.02,5.01,0.01,0.1996,75151.45,37593.516
387,600202.SH,20220525,4.92,5.02,4.88,5.01,4.91,0.1,2.0367,81323.21,40372.252
388,600202.SH,20220524,5.21,5.21,4.9,4.91,5.21,-0.3,-5.7582,127870.0,64536.656
389,600202.SH,20220523,5.2,5.22,5.1,5.21,5.17,0.04,0.7737,98017.11,50631.45
390,600202.SH,20220520,5.01,5.22,5.01,5.17,5.02,0.15,2.988,125941.69,64629.989
391,600202.SH,20220519,4.89,5.08,4.84,5.02,4.97,0.05,1.006,112662.01,56126.597
392,600202.SH,20220518,4.89,5.05,4.83,4.97,4.9,0.07,1.4286,117637.02,58168.753
393,600202.SH,20220517,4.93,4.97,4.8,4.9,4.91,-0.01,-0.2037,99901.01,48592.353
394,600202.SH,20220516,4.8,4.95,4.8,4.91,4.82,0.09,1.8672,127521.0,62429.517
395,600202.SH,20220513,4.72,4.82,4.72,4.82,4.77,0.05,1.0482,97357.0,46504.604
396,600202.SH,20220512,4.63,4.79,4.62,4.77,4.67,0.1,2.1413,121110.14,57321.79
397,600202.SH,20220511,4.69,4.79,4.66,4.67,4.66,0.01,0.2146,171438.2,81026.338
398,600202.SH,20220510,4.54,4.67,4.48,4.66,4.59,0.07,1.5251,135768.0,62286.613
399,600202.SH,20220509,4.49,4.69,4.49,4.59,4.49,0.1,2.2272,131908.0,60851.851
400,600202.SH,20220506,4.49,4.61,4.41,4.49,4.61,-0.12,-2.603,170491.0,76916.693
401,600202.SH,20220505,4.53,4.7,4.4,4.61,4.51,0.1,2.2173,249892.95,114073.409
402,600202.SH,20220429,4.26,4.61,4.26,4.51,4.19,0.32,7.6372,335208.3,149108.542
403,600202.SH,20220428,4.47,4.47,4.12,4.19,4.53,-0.34,-7.5055,307054.29,130883.967
404,600202.SH,20220427,4.37,4.74,4.37,4.53,4.86,-0.33,-6.7901,432629.0,192452.941
405,600202.SH,20220426,4.86,5.01,4.86,4.86,5.4,-0.54,-10.0,353353.66,172416.07
406,600202.SH,20220425,5.83,5.84,5.4,5.4,6.0,-0.6,-10.0,334340.09,186413.853
407,600202.SH,20220422,5.29,6.0,5.13,6.0,5.45,0.55,10.0917,817305.61,468379.276
408,600202.SH,20220421,5.45,5.45,5.31,5.45,4.95,0.5,10.101,440532.91,239474.789
409,600202.SH,20220420,5.02,5.06,4.88,4.95,5.04,-0.09,-1.7857,60752.41,30187.83
410,600202.SH,20220419,4.9,5.11,4.89,5.04,4.88,0.16,3.2787,88860.01,44725.91
411,600202.SH,20220418,4.86,4.97,4.78,4.88,4.91,-0.03,-0.611,77832.0,38079.709
412,600202.SH,20220415,5.08,5.08,4.9,4.91,5.12,-0.21,-4.1016,76098.01,37902.163
413,600202.SH,20220414,5.07,5.16,5.04,5.12,5.07,0.05,0.9862,75533.01,38485.996
414,600202.SH,20220413,5.16,5.16,5.0,5.07,5.16,-0.09,-1.7442,63692.3,32244.502
415,600202.SH,20220412,5.08,5.16,4.92,5.16,5.05,0.11,2.1782,86121.0,43337.106
416,600202.SH,20220411,5.1,5.18,5.01,5.05,5.18,-0.13,-2.5097,98910.9,50133.526
417,600202.SH,20220408,5.24,5.31,5.05,5.18,5.29,-0.11,-2.0794,122867.91,63272.964
418,600202.SH,20220407,5.52,5.58,5.25,5.29,5.55,-0.26,-4.6847,142155.0,76464.902
419,600202.SH,20220406,5.31,5.69,5.29,5.55,5.27,0.28,5.3131,213061.9,118350.526
420,600202.SH,20220401,5.3,5.34,5.24,5.27,5.32,-0.05,-0.9398,73650.0,38910.645
421,600202.SH,20220331,5.25,5.36,5.22,5.32,5.31,0.01,0.1883,89731.0,47620.951
422,600202.SH,20220330,5.28,5.32,5.21,5.31,5.23,0.08,1.5296,92355.2,48598.997
423,600202.SH,20220329,5.4,5.44,5.21,5.23,5.37,-0.14,-2.6071,103072.2,54647.443
424,600202.SH,20220328,5.5,5.53,5.35,5.37,5.55,-0.18,-3.2432,116809.3,63164.801
425,600202.SH,20220325,5.5,5.61,5.46,5.55,5.53,0.02,0.3617,113054.86,62679.927
426,600202.SH,20220324,5.54,5.64,5.49,5.53,5.61,-0.08,-1.426,112669.56,62399.926
427,600202.SH,20220323,5.75,5.78,5.59,5.61,5.68,-0.07,-1.2324,117592.94,66592.141
428,600202.SH,20220322,5.75,5.76,5.64,5.68,5.74,-0.06,-1.0453,128829.31,73110.094
429,600202.SH,20220321,5.56,5.77,5.51,5.74,5.55,0.19,3.4234,222946.01,126342.25
430,600202.SH,20220318,5.58,5.65,5.5,5.55,5.6,-0.05,-0.8929,184671.0,102901.192
431,600202.SH,20220317,5.48,5.62,5.44,5.6,5.48,0.12,2.1898,250885.36,139262.956
432,600202.SH,20220316,5.2,5.6,5.16,5.48,5.14,0.34,6.6148,302567.02,162585.839
433,600202.SH,20220315,5.4,5.51,5.14,5.14,5.48,-0.34,-6.2044,219293.12,117538.388
434,600202.SH,20220314,5.75,5.78,5.48,5.48,5.79,-0.31,-5.3541,232888.01,130882.976
435,600202.SH,20220311,5.9,5.91,5.51,5.79,6.0,-0.21,-3.5,355163.01,202784.146
436,600202.SH,20220310,6.1,6.15,5.82,6.0,6.02,-0.02,-0.3322,372590.25,224033.809
437,600202.SH,20220309,5.8,6.07,5.69,6.02,5.83,0.19,3.259,372531.34,220506.309
438,600202.SH,20220308,6.3,6.31,5.7,5.83,6.32,-0.49,-7.7532,407627.0,241003.358
439,600202.SH,20220307,6.23,6.51,6.11,6.32,6.51,-0.19,-2.9186,456186.09,287537.696
440,600202.SH,20220304,7.0,7.23,6.46,6.51,7.18,-0.67,-9.3315,828892.62,561150.411
441,600202.SH,20220303,6.75,7.18,6.68,7.18,6.53,0.65,9.9541,979745.01,684910.275
442,600202.SH,20220302,5.78,6.53,5.77,6.53,5.94,0.59,9.9327,371775.45,236667.994
443,600202.SH,20220301,5.81,6.05,5.66,5.94,6.16,-0.22,-3.5714,556505.77,327120.748
444,600202.SH,20220228,7.14,7.14,6.12,6.16,6.49,-0.33,-5.0847,872617.05,592635.089
445,600202.SH,20220225,5.84,6.49,5.73,6.49,5.9,0.59,10.0,250659.08,158204.623
446,600202.SH,20220224,5.67,6.27,5.61,5.9,5.7,0.2,3.5088,476671.25,285447.496
447,600202.SH,20220223,5.79,5.83,5.65,5.7,5.78,-0.08,-1.3841,149156.01,85030.829
448,600202.SH,20220222,5.59,6.13,5.55,5.78,5.62,0.16,2.847,298716.32,173842.11
449,600202.SH,20220221,5.52,5.71,5.47,5.62,5.56,0.06,1.0791,126692.0,71154.819
450,600202.SH,20220218,5.55,5.62,5.51,5.56,5.6,-0.04,-0.7143,105943.78,58885.091
451,600202.SH,20220217,5.66,5.71,5.53,5.6,5.72,-0.12,-2.0979,156421.0,87611.27
452,600202.SH,20220216,5.6,5.73,5.52,5.72,5.59,0.13,2.3256,205334.72,115783.627
453,600202.SH,20220215,5.6,5.61,5.41,5.59,5.61,-0.02,-0.3565,158189.01,87375.314
454,600202.SH,20220214,5.4,5.63,5.32,5.61,5.41,0.2,3.6969,222492.85,123484.335
455,600202.SH,20220211,5.54,5.56,5.38,5.41,5.58,-0.17,-3.0466,159120.86,86406.281
456,600202.SH,20220210,5.39,5.74,5.35,5.58,5.53,0.05,0.9042,240659.11,133777.082
457,600202.SH,20220209,5.4,5.58,5.31,5.53,5.43,0.1,1.8416,356677.66,194425.612
458,600202.SH,20220208,5.01,5.43,5.01,5.43,4.94,0.49,9.919,137294.0,73713.233
459,600202.SH,20220207,4.96,5.0,4.8,4.94,4.86,0.08,1.6461,68822.84,33862.441
460,600202.SH,20220128,4.79,4.91,4.69,4.86,4.74,0.12,2.5316,74892.0,36064.154
461,600202.SH,20220127,4.88,4.92,4.72,4.74,4.88,-0.14,-2.8689,69696.0,33547.332
462,600202.SH,20220126,4.87,4.98,4.83,4.88,4.82,0.06,1.2448,56386.0,27663.228
463,600202.SH,20220125,5.09,5.1,4.82,4.82,5.05,-0.23,-4.5545,83376.01,41102.003
464,600202.SH,20220124,5.08,5.14,4.87,5.05,5.08,-0.03,-0.5906,101376.81,50979.261
465,600202.SH,20220121,4.97,5.16,4.94,5.08,4.99,0.09,1.8036,140396.19,71241.031
466,600202.SH,20220120,5.46,5.48,4.94,4.99,5.49,-0.5,-9.1075,274180.23,140734.852
467,600202.SH,20220119,5.37,5.59,5.31,5.49,5.32,0.17,3.1955,197089.49,107208.095
468,600202.SH,20220118,5.35,5.4,5.23,5.32,5.38,-0.06,-1.1152,129712.0,69037.852
469,600202.SH,20220117,5.35,5.47,5.31,5.38,5.3,0.08,1.5094,148626.01,79869.423
470,600202.SH,20220114,5.42,5.48,5.29,5.3,5.46,-0.16,-2.9304,171181.92,91942.487
471,600202.SH,20220113,5.55,5.65,5.43,5.46,5.55,-0.09,-1.6216,197402.19,108631.52
472,600202.SH,20220112,5.52,5.66,5.44,5.55,5.7,-0.15,-2.6316,297467.0,165181.783
473,600202.SH,20220111,5.99,6.33,5.59,5.7,5.89,-0.19,-3.2258,567462.17,333919.216
474,600202.SH,20220110,5.37,5.89,5.36,5.89,5.35,0.54,10.0935,158194.78,90277.079
475,600202.SH,20220107,5.54,5.56,5.21,5.35,5.43,-0.08,-1.4733,412027.96,221009.338
476,600202.SH,20220106,4.99,5.43,4.96,5.43,4.94,0.49,9.919,203449.6,107867.331
477,600202.SH,20220105,5.03,5.09,4.88,4.94,5.04,-0.1,-1.9841,134415.0,66661.429
478,600202.SH,20220104,4.95,5.11,4.91,5.04,4.94,0.1,2.0243,173597.06,87344.953
479,600202.SH,20211231,4.93,5.1,4.91,4.94,4.86,0.08,1.6461,170000.0,84834.607
480,600202.SH,20211230,4.87,4.9,4.81,4.86,4.86,0.0,0.0,99410.0,48431.371
481,600202.SH,20211229,4.87,4.96,4.8,4.86,4.86,0.0,0.0,122477.87,59710.668
482,600202.SH,20211228,4.99,5.03,4.81,4.86,4.96,-0.1,-2.0161,173932.0,84913.34
483,600202.SH,20211227,4.73,5.13,4.73,4.96,4.78,0.18,3.7657,269198.45,133901.943
484,600202.SH,20211224,5.0,5.03,4.75,4.78,5.01,-0.23,-4.5908,231544.09,113092.277
485,600202.SH,20211223,4.98,5.15,4.93,5.01,5.14,-0.13,-2.5292,334423.11,167717.739
486,600202.SH,20211222,5.62,5.63,5.1,5.14,5.61,-0.47,-8.3779,561568.13,297841.819
487,600202.SH,20211221,5.2,5.61,4.91,5.61,5.1,0.51,10.0,604292.52,325712.758
488,600202.SH,20211220,4.67,5.1,4.63,5.1,4.64,0.46,9.9138,209799.1,105693.886
489,600202.SH,20211217,4.6,4.7,4.53,4.64,4.6,0.04,0.8696,104389.61,48268.42
490,600202.SH,20211216,4.49,4.62,4.49,4.6,4.49,0.11,2.4499,112672.55,51475.063
491,600202.SH,20211215,4.43,4.53,4.41,4.49,4.42,0.07,1.5837,97894.0,43893.66
492,600202.SH,20211214,4.39,4.44,4.37,4.42,4.42,0.0,0.0,49014.0,21607.651
493,600202.SH,20211213,4.46,4.51,4.39,4.42,4.45,-0.03,-0.6742,52830.0,23374.645
494,600202.SH,20211210,4.4,4.48,4.36,4.45,4.4,0.05,1.1364,66106.6,29322.982
495,600202.SH,20211209,4.4,4.42,4.36,4.4,4.39,0.01,0.2278,56020.0,24598.962
496,600202.SH,20211208,4.44,4.46,4.37,4.39,4.44,-0.05,-1.1261,50813.02,22370.069
497,600202.SH,20211207,4.46,4.48,4.36,4.44,4.44,0.0,0.0,63790.01,28170.904
498,600202.SH,20211206,4.48,4.56,4.42,4.44,4.48,-0.04,-0.8929,68172.0,30563.342
499,600202.SH,20211203,4.44,4.54,4.42,4.48,4.42,0.06,1.3575,77703.0,34879.444
500,600202.SH,20211202,4.51,4.51,4.41,4.42,4.51,-0.09,-1.9956,62590.0,27807.579
501,600202.SH,20211201,4.47,4.52,4.43,4.51,4.46,0.05,1.1211,54154.7,24305.402
502,600202.SH,20211130,4.37,4.54,4.32,4.46,4.34,0.12,2.765,111015.0,49771.683
503,600202.SH,20211129,4.31,4.4,4.27,4.34,4.38,-0.04,-0.9132,60342.58,26178.704
504,600202.SH,20211126,4.41,4.49,4.33,4.38,4.44,-0.06,-1.3514,47959.0,20992.017
505,600202.SH,20211125,4.38,4.51,4.36,4.44,4.4,0.04,0.9091,71876.0,31890.017
506,600202.SH,20211124,4.29,4.43,4.24,4.4,4.34,0.06,1.3825,85495.45,37020.318
507,600202.SH,20211123,4.33,4.36,4.3,4.34,4.33,0.01,0.2309,45716.0,19792.05
508,600202.SH,20211122,4.35,4.4,4.29,4.33,4.34,-0.01,-0.2304,46910.0,20313.53
509,600202.SH,20211119,4.28,4.37,4.28,4.34,4.28,0.06,1.4019,49069.01,21237.279
510,600202.SH,20211118,4.37,4.39,4.27,4.28,4.34,-0.06,-1.3825,62665.0,27159.286
511,600202.SH,20211117,4.23,4.36,4.2,4.34,4.23,0.11,2.6005,90105.88,38656.709
512,600202.SH,20211116,4.25,4.3,4.21,4.23,4.26,-0.03,-0.7042,64496.0,27382.317
513,600202.SH,20211115,4.19,4.27,4.15,4.26,4.17,0.09,2.1583,84286.98,35555.96
514,600202.SH,20211112,4.15,4.19,4.11,4.17,4.15,0.02,0.4819,61572.29,25547.966
515,600202.SH,20211111,4.09,4.2,4.06,4.15,4.08,0.07,1.7157,111502.23,46148.409
516,600202.SH,20211110,4.07,4.08,4.01,4.08,4.07,0.01,0.2457,81478.92,32912.099
517,600202.SH,20211109,4.05,4.1,4.02,4.07,4.05,0.02,0.4938,84237.0,34134.294
518,600202.SH,20211108,4.06,4.1,4.0,4.05,4.06,-0.01,-0.2463,120321.01,48738.537
519,600202.SH,20211105,4.16,4.17,4.05,4.06,4.19,-0.13,-3.1026,151320.01,61792.412
520,600202.SH,20211104,4.05,4.37,4.05,4.19,4.04,0.15,3.7129,243044.51,101894.552
521,600202.SH,20211103,4.1,4.13,3.98,4.04,4.13,-0.09,-2.1792,168464.67,68118.965
522,600202.SH,20211102,4.39,4.43,4.09,4.13,4.42,-0.29,-6.5611,260713.69,109612.096
523,600202.SH,20211101,4.66,4.7,4.38,4.42,4.76,-0.34,-7.1429,314130.78,141612.648
524,600202.SH,20211029,5.03,5.05,4.56,4.76,5.04,-0.28,-5.5556,313217.28,148180.495
525,600202.SH,20211028,4.54,5.04,4.53,5.04,4.58,0.46,10.0437,208863.29,102476.089
526,600202.SH,20211027,4.57,4.66,4.44,4.58,4.57,0.01,0.2188,98922.26,45143.751
527,600202.SH,20211026,4.75,4.85,4.56,4.57,4.9,-0.33,-6.7347,158307.0,74001.771
528,600202.SH,20211025,4.77,5.23,4.73,4.9,4.75,0.15,3.1579,229864.0,115895.062
529,600202.SH,20211022,4.91,4.99,4.72,4.75,4.94,-0.19,-3.8462,69310.56,33455.633
530,600202.SH,20211021,4.98,5.05,4.91,4.94,5.01,-0.07,-1.3972,63383.6,31434.788
531,600202.SH,20211020,5.11,5.12,4.99,5.01,5.07,-0.06,-1.1834,68727.05,34665.621
532,600202.SH,20211019,5.07,5.18,5.03,5.07,5.08,-0.01,-0.1969,85832.43,43702.504
533,600202.SH,20211018,4.84,5.14,4.75,5.08,4.83,0.25,5.176,143695.6,71796.187
